Exercise ID,Movement Duration,Repetition,Pause,Description FR,Description EN,Description DE,Description ES,Description IT,Description PT,Category FR,Category Sub Level 1 FR,Category Sub Level 2 FR,Category Sub Level 3 FR,Category EN,Category Sub Level 1 EN,Category Sub Level 2 EN,Category Sub Level 3 EN,Category DE,Category Sub Level 1 DE,Category Sub Level 2 DE,Category Sub Level 3 DE,Category ES,Category Sub Level 1 ES,Category Sub Level 2 ES,Category Sub Level 3 ES,Category IT,Category Sub Level 1 IT,Category Sub Level 2 IT,Category Sub Level 3 IT,Category PT,Category Sub Level 1 PT,Category Sub Level 2 PT,Category Sub Level 3 PT
52,12,4,10,Parlez doucement et sentez l’ABSENCE de mouvement  dans le sourcil. Référez-vous au côté sain.,Talk slowly and feel the absence of movement in the eyebrow. Refer to the healthy side.,Sprecht sanft und spürt die ABWESENHEIT von Bewegung nahe dem Auge. Bezieht euch auf das Auge der gesunden Seite.,Habla suavemente y siente la AUSENCIA de movimiento cerca del ojo. Refírete al ojo del lado sano.,Parla dolcemente e senti l’ASSENZA di movimento vicino all’occhio. Riferisciti all’occhio del lato sano.,Fale suavemente e sinta a AUSÊNCIA de movimento na sobrancelha. Consulte o lado saudável.,Contrôle des syncinésies,Par activité fonctionnelle,Parole,,Control of synkinesis,By functional activity,Speech,,Kontrolle von Synkinesen,Durch funktionale Aktivität,Parole,,Control de las sincinesias,Por actividad funcional,Libertad condicional,,Controllo delle sincinesie,Per attività funzionale,Libertà vigilata,,Controle de sincinesias,Por atividade funcional,Liberdade condicional,
52,12,4,10,Parlez doucement et sentez l’ABSENCE de tension dans la joue. Référez-vous au côté sain.,Talk slowly and feel the absence of tension in the cheek. Refer to the healthy side,Sprecht sanft und spürt die ABWESENHEIT von Bewegung nahe dem Auge. Bezieht euch auf das Auge der gesunden Seite.,Habla suavemente y siente la AUSENCIA de movimiento cerca del ojo. Refírete al ojo del lado sano.,Parla dolcemente e senti l’ASSENZA di movimento vicino all’occhio. Riferisciti all’occhio del lato sano.,Fale suavemente e sinta a AUSÊNCIA de tensão na bochecha. Consulte o lado saudável.,Contrôle des syncinésies,Par activité fonctionnelle,Parole,,Control of synkinesis,By functional activity,Speech,,Kontrolle von Synkinesen,Durch funktionale Aktivität,Parole,,Control de las sincinesias,Por actividad funcional,Libertad condicional,,Controllo delle sincinesie,Per attività funzionale,Libertà vigilata,,Controle de sincinesias,Por atividade funcional,Liberdade condicional,
53,12,4,10,Faire un rond avec les lèvres et sentir que les lèvres avancent de manière symétrique.,Round your lips and feel them coming togehter in a symetrical way,"Macht einen Kreis mit den Lippen und spürt, dass die Lippen symmetrisch vorwärts gehen.",Haz un círculo con los labios y siente que los labios avanzan de manera simétrica.,Fai un cerchio con le labbra e senti che le labbra avanzano in modo simmetrico.,Faça um círculo com os lábios e sinta que eles avançam simetricamente.,Expressions faciales,Groupe musculaire,Tiers médian,,Facial expressions,Muscle group,Median Third,,Gesichtsausdrücke,Muskelgruppe,Mittleres Drittel,,Expresiones faciales,grupo muscular,tercio medio,,Espressioni facciali,Gruppo muscolare,Terzo medio,,Expressões faciais,Grupo muscular,Terço médio,
54,12,4,10,Souriez en pensant à quelque chose de drôle et sentez l’absence de contractions autour de l’oeil (référez à l’oeil sain).,Smile while thinking of something funny and feel the absence of contractions around the eye (refer to the healthy eye).,"Lächelt, während ihr an etwas Lustiges denkt, und spürt die Abwesenheit von Kontraktionen um das Auge (bezieht euch auf das gesunde Auge).",Sonríe pensando en algo divertido y siente la ausencia de contracciones alrededor del ojo (refiérete al ojo sano).,Sorridi pensando a qualcosa di divertente e senti l’assenza di contrazioni attorno all’occhio (riferisciti all’occhio sano).,Sorria ao pensar em algo engraçado e sinta ausência de tremores ao redor dos olhos (consulte olho saudável).,Contrôle des syncinésies,Par activité fonctionnelle,Émotions,,Control of synkinesis,By functional activity,Emotions,,Kontrolle von Synkinesen,Durch funktionale Aktivität,Emotionen,,Control de las sincinesias,Por actividad funcional,Emociones,,Controllo delle sincinesie,Per attività funzionale,Emozioni,,Controle de sincinesias,Por atividade funcional,Emoções,
54,12,4,10,Souriez en pensant à quelque chose de drôle et sentez l’absence de contractions autour de l’oeil (référez à l’oeil sain).,Smile while thinking of something funny and feel the absence of contractions around the eye (refer to the healthy eye).,"Lächelt, während ihr an etwas Lustiges denkt, und spürt die Abwesenheit von Kontraktionen um das Auge (bezieht euch auf das gesunde Auge).",Sonríe pensando en algo divertido y siente la ausencia de contracciones alrededor del ojo (refiérete al ojo sano).,Sorridi pensando a qualcosa di divertente e senti l’assenza di contrazioni attorno all’occhio (riferisciti all’occhio sano).,Sorria ao pensar em algo engraçado e sinta ausência de tremores ao redor dos olhos (consulte olho saudável).,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de l’oeil,,Control of synkinesis,By synkinetic group,Eye synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Synkinese des Auges,,Control de las sincinesias,Por grupo sincinético,Sincinesia del ojo,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi dell'occhio,,Controle de sincinesias,Por grupo sincinético,Sincinesia do olho,
55,12,4,10,Faîtes un bec en pensant à quelqu’un que vous aimez et sentez l’absence de contractions autour de l’oeil (référez au côté sain).,Make a kissy face while thinking of someone you love and feel the absence of contractions around the eye (refer to the healthy side).,"Gebt einen Kuss, während ihr an jemanden denkt, den ihr liebt, und spürt die Abwesenheit von Kontraktionen um das Auge (bezieht euch auf die gesunde Seite).",Haz un beso pensando en alguien que amas y siente la ausencia de contracciones alrededor del ojo (refiérete al lado sano).,Fai un bacio pensando a qualcuno che ami e senti l’assenza di contrazioni attorno all’occhio (riferisciti al lato sano).,Faça um bico enquanto pensa em alguém que você ama e sinta a ausência de tremores ao redor dos olhos (consulte o lado saudável).,Contrôle des syncinésies,Par activité fonctionnelle,Émotions,,Control of synkinesis,By functional activity,Emotions,,Kontrolle von Synkinesen,Durch funktionale Aktivität,Emotionen,,Control de las sincinesias,Por actividad funcional,Emociones,,Controllo delle sincinesie,Per attività funzionale,Emozioni,,Controle de sincinesias,Por atividade funcional,Emoções,
55,12,4,10,Faîtes un bec en pensant à quelqu’un que vous aimez et sentez l’absence de contractions autour de l’oeil (référez au côté sain).,Make a kissy face while thinking of someone you love and feel the absence of contractions around the eye (refer to the healthy side).,"Gebt einen Kuss, während ihr an jemanden denkt, den ihr liebt, und spürt die Abwesenheit von Kontraktionen um das Auge (bezieht euch auf die gesunde Seite).",Haz un beso pensando en alguien que amas y siente la ausencia de contracciones alrededor del ojo (refiérete al lado sano).,Fai un bacio pensando a qualcuno che ami e senti l’assenza di contrazioni attorno all’occhio (riferisciti al lato sano).,Faça um bico enquanto pensa em alguém que você ama e sinta a ausência de tremores ao redor dos olhos (consulte o lado saudável).,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de l’oeil,,Control of synkinesis,By synkinetic group,Eye synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Synkinese des Auges,,Control de las sincinesias,Por grupo sincinético,Sincinesia del ojo,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi dell'occhio,,Controle de sincinesias,Por grupo sincinético,Sincinesia do olho,
56,12,4,10,Alternez les voyelles a-o. Concentrez-vous sur la symétrie du visage.,Alternate the vowels a-o. Focus on the symmetry of the face.,Wechselt zwischen den Vokalen a-o. Konzentriert euch auf die Symmetrie des Gesichts.,Alterna las vocales a-o. Concéntrate en la simetría de la cara.,Alterna le vocali a-o. Concentrati sulla simmetria del viso.,Alterne as vogais ao. Concentre-se na simetria facial.,Articulation,Phonèmes,,,Articulation,Phonemes,,,Artikulation,Phoneme,,,Articulación,Fonemas,,,Articolazione,Fonemi,,,Articulação,Fonemas,,
56,12,4,10,Alternez les voyelles a-o. Concentrez-vous sur la symétrie du visage.,Alternate the vowels a-o. Focus on the symmetry of the face.,Wechselt zwischen den Vokalen a-o. Konzentriert euch auf die Symmetrie des Gesichts.,Alterna las vocales a-o. Concéntrate en la simetría de la cara.,Alterna le vocali a-o. Concentrati sulla simmetria del viso.,Alterne as vogais ao. Concentre-se na simetria facial.,AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,AVC,Artikulation,Phoneme,,CVC-AVC,Articulación,Fonemas,,AVC,Articolazione,Fonemi,,AVC,Articulação,Fonemas,
57,12,4,10,Alternez les voyelles i-u. Concentrez-vous sur la symétrie du visage.,Alternate the vowels i-u. Focus on the symmetry of the face.,Wechselt zwischen den Vokalen i-u. Konzentriert euch auf die Symmetrie des Gesichts.,Alterna las vocales i-u. Concéntrate en la simetría de la cara.,Alterna le vocali i-u. Concentrati sulla simmetria del viso.,Vogais iu alternativas. Concentre-se na simetria facial.,Articulation,Phonèmes,,,Articulation,Phonemes,,,Artikulation,Phoneme,,,Articulación,Fonemas,,,Articolazione,Fonemi,,,Articulação,Fonemas,,
57,12,4,10,Alternez les voyelles i-u. Concentrez-vous sur la symétrie du visage.,Alternate the vowels i-u. Focus on the symmetry of the face.,Wechselt zwischen den Vokalen i-u. Konzentriert euch auf die Symmetrie des Gesichts.,Alterna las vocales i-u. Concéntrate en la simetría de la cara.,Alterna le vocali i-u. Concentrati sulla simmetria del viso.,Vogais iu alternativas. Concentre-se na simetria facial.,AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,AVC,Artikulation,Phoneme,,CVC-AVC,Articulación,Fonemas,,AVC,Articolazione,Fonemi,,AVC,Articulação,Fonemas,
58,12,4,10,Faites une série de /papapa/ en pressant fermement les lèvres l’une contre l’autre. Pensez-bien à faire exploser les lèvres.,Make a series of /papapa/ while pressing your lips firmly together. Be sure to pop your lips.,"Macht eine Serie von /papapa/, indem ihr die Lippen fest aufeinander drückt. Denkt daran, die Lippen explodieren zu lassen.",Haz una serie de /papapa/ presionando firmemente los labios uno contra el otro. Asegúrate de hacer estallar los labios.,Fai una serie di /papapa/ premendo fermamente le labbra l’una contro l’altra. Ricorda di far esplodere le labbra.,Faça uma série de /dad/ pressionando os lábios firmemente. Lembre-se de soprar os lábios.,AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,AVC,Artikulation,Phoneme,,CVC-AVC,Articulación,Fonemas,,AVC,Articolazione,Fonemi,,AVC,Articulação,Fonemas,
59,12,4,10,"Prononcez le mot ""oui"" à répétition en vous concentrant sur la symétrie du visage. Portez attention aux micro-mouvements et aux micro-sensations.",Repeat the word ’yes’ while focusing on the symmetry of your face. Pay attention to the micro-movements and micro-sensations.,"Spricht den Laut ""ja"" wiederholt aus und konzentriert euch auf die Symmetrie des Gesichts. Achtet auf Mikrobewegungen und Mikrosensationen.","Pronuncia el sonido ""sí"" repetidamente concentrándote en la simetría de la cara. Presta atención a los micro-movimientos y micro-sensaciones.","Pronuncia il suono ""sì"" ripetutamente concentrandoti sulla simmetria del viso. Fai attenzione ai micro-movimenti e alle micro-sensazioni.","Diga a palavra “sim” repetidamente, concentrando-se na simetria do rosto. Preste atenção aos micromovimentos e microssensações.",AVC,Articulation,Mots,,CVA,Articulation,Words,,AVC,Artikulation,Worte,,CVC-AVC,Articulación,Palabras,,AVC,Articolazione,Parole,,AVC,Articulação,Palavras,
59,12,4,10,"Prononcez le mot ""non"" à répétition en vous concentrant sur la symétrie du visage. Portez attention aux micro-mouvements et aux micro-sensations.",Repeat the word ’no’ while focusing on the symmetry of your face. Pay attention to the micro-movements and micro-sensations.,"Spricht den Laut ""ja"" wiederholt aus und konzentriert euch auf die Symmetrie des Gesichts. Achtet auf Mikrobewegungen und Mikrosensationen.","Pronuncia el sonido ""sí"" repetidamente concentrándote en la simetría de la cara. Presta atención a los micro-movimientos y micro-sensaciones.","Pronuncia il suono ""sì"" ripetutamente concentrandoti sulla simmetria del viso. Fai attenzione ai micro-movimenti e alle micro-sensazioni.","Diga a palavra “não” repetidamente, concentrando-se na simetria do rosto. Preste atenção aos micromovimentos e microssensações.",AVC,Articulation,Mots,,CVA,Articulation,Words,,AVC,Artikulation,Worte,,CVC-AVC,Articulación,Palabras,,AVC,Articolazione,Parole,,AVC,Articulação,Palavras,
61,12,4,10,Alternez les voyelles o-i en vous concentrant sur la symétrie du visage.,Alternate the vowels o-i while focusing on the symmetry of the face.,Wechselt zwischen den Vokalen o-i und konzentriert euch auf die Symmetrie des Gesichts.,Alterna las vocales o-i concentrándote en la simetría de la cara.,Alterna le vocali o-i concentrandoti sulla simmetria del viso.,"Alterne as vogais oi, focando na simetria do rosto.",Articulation,Phonèmes,,,Articulation,Phonemes,,,Artikulation,Phoneme,,,Articulación,Fonemas,,,Articolazione,Fonemi,,,Articulação,Fonemas,,
61,12,4,10,Alternez les voyelles o-i en vous concentrant sur la symétrie du visage.,Alternate the vowels o-i while focusing on the symmetry of the face.,Wechselt zwischen den Vokalen o-i und konzentriert euch auf die Symmetrie des Gesichts.,Alterna las vocales o-i concentrándote en la simetría de la cara.,Alterna le vocali o-i concentrandoti sulla simmetria del viso.,"Alterne as vogais oi, focando na simetria do rosto.",AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,AVC,Artikulation,Phoneme,,CVC-AVC,Articulación,Fonemas,,AVC,Articolazione,Fonemi,,AVC,Articulação,Fonemas,
87,12,4,10,Levez doucement le front et sentez l’absence d’activité musculaire dans la joue (référez au côté sain).,Gently raise your forehead and feel the absence of muscle activity in the cheek (refer to the healthy side).,Hebt vorsichtig die Stirn und spürt die Abwesenheit von Muskelaktivität in der Wange (bezieht euch auf die gesunde Seite).,Levanta suavemente la frente y siente la ausencia de actividad muscular en la mejilla (refiérete al lado sano).,Sollevati delicatamente la fronte e senti l’assenza di attività muscolare nella guancia (riferisciti al lato sano).,Levante suavemente a testa e sinta a ausência de atividade muscular na bochecha (consulte o lado saudável).,Contrôle des syncinésies,Par groupe synkinétique,Syncinésies de la joue,,Control of synkinesis,By synkinetic group,Cheek synkinesis,,Kontrolle von Synkinesen,Nach synkinetischer Gruppe,Wangensynkinese,,Control de las sincinesias,Por grupo sincinético,Sincinesia de mejillas,,Controllo delle sincinesie,Per gruppo sincinetico,Sincinesi delle guance,,Controle de sincinesias,Por grupo sincinético,Sincinesia de bochecha,
88,12,4,10,Souriez lentement en ressentant 2 fils qui se contractent dans les joues et l’absence de mouvement partout ailleurs.,Smile slowly while feeling two threads contracting in your cheeks and the absence of movement everywhere else.,"Lächelt langsam, während ihr zwei Fäden spürt, die sich in den Wangen zusammenziehen, und die Abwesenheit von Bewegung überall sonst.",Sonríe lentamente sintiendo dos hilos que se contraen en las mejillas y la ausencia de movimiento en todas partes.,Sorridi lentamente sentendo due fili che si contraggono nelle guance e l’assenza di movimento altrove.,Sorria lentamente ao sentir dois fios se contraindo em suas bochechas e falta de movimento em qualquer outro lugar.,Contrôle des syncinésies,Par activité fonctionnelle,Émotions,,Control of synkinesis,By functional activity,Emotions,,Kontrolle von Synkinesen,Durch funktionale Aktivität,Emotionen,,Control de las sincinesias,Por actividad funcional,Emociones,,Controllo delle sincinesie,Per attività funzionale,Emozioni,,Controle de sincinesias,Por atividade funcional,Emoções,
89,12,4,10,"Répétez doucement les sons pa-po-pu-pi en focalisant sur le contact des lèvres ensemble, et l’absence de mouvement partout ailleurs.","Gently repeat the sounds pa-po-pu-pi, focusing on the contact of the lips together and the absence of movement everywhere else.","Wiederholt sanft die Laute pa-po-pu-pi, während ihr euch auf den Kontakt der Lippen konzentriert und die Abwesenheit von Bewegung überall sonst.",Repite suavemente los sonidos pa-po-pu-pi enfocándote en el contacto de los labios juntos y la ausencia de movimiento en todas partes.,Ripeti dolcemente i suoni pa-po-pu-pi concentrandoti sul contatto delle labbra insieme e sull’assenza di movimento altrove.,"Repita suavemente os sons pa-po-pu-pi, concentrando-se nos lábios se tocando e na ausência de movimento em qualquer outro lugar.",Contrôle des syncinésies,Par activité fonctionnelle,Parole,,Control of synkinesis,By functional activity,Speech,,Kontrolle von Synkinesen,Durch funktionale Aktivität,Parole,,Control de las sincinesias,Por actividad funcional,Libertad condicional,,Controllo delle sincinesie,Per attività funzionale,Libertà vigilata,,Controle de sincinesias,Por atividade funcional,Liberdade condicional,
90,12,4,10,"Répétez doucement les sons bi-bo-bu-ba en focalisant sur le contact des lèvres ensemble, et l’absence de mouvement partout ailleurs.","Gently repeat the sounds bi-bo-bu-ba, focusing on the contact of the lips together and the absence of movement everywhere else.","Wiederholt sanft die Laute bi-bo-bu-ba, während ihr euch auf den Kontakt der Lippen konzentriert und die Abwesenheit von Bewegung überall sonst.",Repite suavemente los sonidos bi-bo-bu-ba enfocándote en el contacto de los labios juntos y la ausencia de movimiento en todas partes.,Ripeti dolcemente i suoni bi-bo-bu-ba concentrandoti sul contatto delle labbra insieme e sull’assenza di movimento altrove.,"Repita suavemente os sons bi-bo-bu-ba, concentrando-se no contato dos lábios e na ausência de movimento em qualquer outro lugar.",Contrôle des syncinésies,Par activité fonctionnelle,Parole,,Control of synkinesis,By functional activity,Speech,,Kontrolle von Synkinesen,Durch funktionale Aktivität,Parole,,Control de las sincinesias,Por actividad funcional,Libertad condicional,,Controllo delle sincinesie,Per attività funzionale,Libertà vigilata,,Controle de sincinesias,Por atividade funcional,Liberdade condicional,
91,12,4,10,"Répétez doucement les sons fo-fi-fa-fu-fe en focalisant sur le contact de la lèvre et des dents, et l’absence de mouvement partout ailleurs.","Gently repeat the sounds fo-fi-fa-fu-fe, focusing on the contact between the lip and the teeth, and the absence of movement everywhere else.","Wiederholt sanft die Laute fo-fi-fa-fu-fe, während ihr euch auf den Kontakt zwischen Lippe und Zähnen konzentriert und die Abwesenheit von Bewegung überall sonst.",Repite suavemente los sonidos fo-fi-fa-fu-fe enfocándote en el contacto del labio y los dientes y la ausencia de movimiento en todas partes.,Ripeti dolcemente i suoni fo-fi-fa-fu-fe concentrandoti sul contatto tra labbra e denti e sull’assenza di movimento altrove.,"Repita suavemente os sons fo-fi-fa-fu-fe, concentrando-se no contato dos lábios e dos dentes e na ausência de movimento em qualquer outro lugar.",Contrôle des syncinésies,Par activité fonctionnelle,Parole,,Control of synkinesis,By functional activity,Speech,,Kontrolle von Synkinesen,Durch funktionale Aktivität,Parole,,Control de las sincinesias,Por actividad funcional,Libertad condicional,,Controllo delle sincinesie,Per attività funzionale,Libertà vigilata,,Controle de sincinesias,Por atividade funcional,Liberdade condicional,
99,12,4,10,"Levez les sourcils doucement et tenez le mouvement avec votre doigt. En même temps, serrez légèrement les dents.","Raise your eyebrows gently and hold the movement with your finger. At the same time, lightly clench your teeth.",Hebt sanft die Augenbrauen und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Levanta las cejas suavemente y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta ligeramente los dientes.","Sollevati delicatamente le sopracciglia e tieni il movimento con il dito. Allo stesso tempo, serra leggermente i denti.","Levante as sobrancelhas suavemente e segure o movimento com o dedo. Ao mesmo tempo, cerre levemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers supérieur,Actif assisté,Perioperative.,5th nerve graft or MAT,Superior Third,Actived-assisted,Perioperativ,Greffe 5e Nerf oder MAT,Oberes Drittel,Aktiv unterstützt,Perioperatorio,Greffe 5e nerf o MAT,tercio superior,Activo asistido,Perioperatorio,Greffe 5e nerf o MAT,Terzo superiore,Assistente attivo,Perioperatório,Greffe 5e nerf ou MAT,Terço superior,Ativo assistido
99,12,4,10,"Levez les sourcils doucement. En même temps, serrez légèrement les dents.","Raise your eyebrows gently. At the same time, lightly clench your teeth.",Hebt sanft die Augenbrauen und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Levanta las cejas suavemente y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta ligeramente los dientes.","Sollevati delicatamente le sopracciglia e tieni il movimento con il dito. Allo stesso tempo, serra leggermente i denti.","Levante as sobrancelhas suavemente. Ao mesmo tempo, cerre levemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers supérieur,Actif,Perioperative.,5th nerve graft or MAT,Superior Third,Active,Perioperativ,Greffe 5e Nerf oder MAT,Oberes Drittel,Aktiv,Perioperatorio,Greffe 5e nerf o MAT,tercio superior,Activo,Perioperatorio,Greffe 5e nerf o MAT,Terzo superiore,Attivo,Perioperatório,Greffe 5e nerf ou MAT,Terço superior,Ativo
100,12,4,10,"Froncez les sourcils doucement. Accompagnez le mouvement avec votre doigt. En même temps, serrez légèrement les dents.","Frown gently. Accompany the movement with your finger. At the same time, lightly clench your teeth.",Runzelt sanft die Stirn. Begleitet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Frunce las cejas suavemente. Acompaña el movimiento con tu dedo. Al mismo tiempo, aprieta ligeramente los dientes.","Frunza dolcemente le sopracciglia. Accompagna il movimento con il dito. Allo stesso tempo, serra leggermente i denti.","Franzir a testa suavemente. Acompanhe o movimento com o dedo. Ao mesmo tempo, cerre levemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers supérieur,Actif assisté,Perioperative.,5th nerve graft or MAT,Superior Third,Actived-assisted,Perioperativ,Greffe 5e Nerf oder MAT,Oberes Drittel,Aktiv unterstützt,Perioperatorio,Greffe 5e nerf o MAT,tercio superior,Activo asistido,Perioperatorio,Greffe 5e nerf o MAT,Terzo superiore,Assistente attivo,Perioperatório,Greffe 5e nerf ou MAT,Terço superior,Ativo assistido
100,12,4,10,"Froncez les sourcils doucement. En même temps, serrez légèrement les dents.","Frown gently. At the same time, lightly clench your teeth.",Runzelt sanft die Stirn. Begleitet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Frunce las cejas suavemente. Acompaña el movimiento con tu dedo. Al mismo tiempo, aprieta ligeramente los dientes.","Frunza dolcemente le sopracciglia. Accompagna il movimento con il dito. Allo stesso tempo, serra leggermente i denti.","Franzir a testa suavemente. Ao mesmo tempo, cerre levemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers supérieur,Actif,Perioperative.,5th nerve graft or MAT,Superior Third,Active,Perioperativ,Greffe 5e Nerf oder MAT,Oberes Drittel,Aktiv,Perioperatorio,Greffe 5e nerf o MAT,tercio superior,Activo,Perioperatorio,Greffe 5e nerf o MAT,Terzo superiore,Attivo,Perioperatório,Greffe 5e nerf ou MAT,Terço superior,Ativo
101,12,4,10,"Grognez légèrement en levant les narines. Accompagnez le mouvement avec votre doigt. En même temps, serrez doucement les dents.","Grunt lightly while raising your nostrils. Accompany the movement with your finger. At the same time, gently clench your teeth","Knurrt leicht, während ihr die Nasenlöcher hebt. Begleitet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.","Gruñir ligeramente levantando las narinas. Acompaña el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Ringhia leggermente alzando le narici. Accompagna il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Rosne levemente enquanto levanta as narinas. Acompanhe o movimento com o dedo. Ao mesmo tempo, cerre suavemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif assisté,Perioperative.,5th nerve graft or MAT,Median Third,Actived-assisted,Perioperativ,Greffe 5e Nerf oder MAT,Mittleres Drittel,Aktiv unterstützt,Perioperatorio,Greffe 5e nerf o MAT,tercio medio,Activo asistido,Perioperatorio,Greffe 5e nerf o MAT,Terzo medio,Assistente attivo,Perioperatório,Greffe 5e nerf ou MAT,Terço médio,Ativo assistido
101,12,4,10,"Grognez légèrement en levant les narines.  En même temps, serrez doucement les dents.","Grunt lightly while raising your nostrils. At the same time, gently clench your teeth.","Knurrt leicht, während ihr die Nasenlöcher hebt. Begleitet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.","Gruñir ligeramente levantando las narinas. Acompaña el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Ringhia leggermente alzando le narici. Accompagna il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Rosne levemente enquanto levanta as narinas. Ao mesmo tempo, cerre suavemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif,Perioperative.,5th nerve graft or MAT,Median Third,Active,Perioperativ,Greffe 5e Nerf oder MAT,Mittleres Drittel,Aktiv,Perioperatorio,Greffe 5e nerf o MAT,tercio medio,Activo,Perioperatorio,Greffe 5e nerf o MAT,Terzo medio,Attivo,Perioperatório,Greffe 5e nerf ou MAT,Terço médio,Ativo
102,12,4,10,"Souriez bouche ouverte et tenez le mouvement avec votre doigt. En même temps, serrez doucement les dents.","Smile with your mouth open and hold the movement with your finger. At the same time, gently clench your teeth.",Lächelt mit offenem Mund und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Sonríe con la boca abierta y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Sorridi a bocca aperta e tieni il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Sorria com a boca aberta e segure o movimento com o dedo. Ao mesmo tempo, cerre suavemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif assisté,Perioperative.,5th nerve graft or MAT,Median Third,Actived-assisted,Perioperativ,Greffe 5e Nerf oder MAT,Mittleres Drittel,Aktiv unterstützt,Perioperatorio,Greffe 5e nerf o MAT,tercio medio,Activo asistido,Perioperatorio,Greffe 5e nerf o MAT,Terzo medio,Assistente attivo,Perioperatório,Greffe 5e nerf ou MAT,Terço médio,Ativo assistido
102,12,4,10,"Souriez bouche fermée et tenez le mouvement avec votre doigt. En même temps, serrez doucement les dents.","Smile with your mouth closed and hold the movement with your finger. At the same time, gently clench your teeth.",Lächelt mit offenem Mund und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Sonríe con la boca abierta y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Sorridi a bocca aperta e tieni il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Sorria com a boca fechada e segure o movimento com o dedo. Ao mesmo tempo, cerre suavemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif assisté,Perioperative.,5th nerve graft or MAT,Median Third,Actived-assisted,Perioperativ,Greffe 5e Nerf oder MAT,Mittleres Drittel,Aktiv unterstützt,Perioperatorio,Greffe 5e nerf o MAT,tercio medio,Activo asistido,Perioperatorio,Greffe 5e nerf o MAT,Terzo medio,Assistente attivo,Perioperatório,Greffe 5e nerf ou MAT,Terço médio,Ativo assistido
102,12,4,10,"Souriez bouche ouverte. En même temps, serrez doucement les dents.","Smile with your mouth open. At the same time, gently clench your teeth.",Lächelt mit offenem Mund und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Sonríe con la boca abierta y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Sorridi a bocca aperta e tieni il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Sorria com a boca aberta. Ao mesmo tempo, cerre suavemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers médian,Actif,Perioperative.,5th nerve graft or MAT,Median Third,Active,Perioperativ,Greffe 5e Nerf oder MAT,Mittleres Drittel,Aktiv,Perioperatorio,Greffe 5e nerf o MAT,tercio medio,Activo,Perioperatorio,Greffe 5e nerf o MAT,Terzo medio,Attivo,Perioperatório,Greffe 5e nerf ou MAT,Terço médio,Ativo
